,ldr_grau,distance,ldr_weiss,ldr_blau,ldr_gelb,ldr_lila,ldr_gruen,rotation_time,time,date
47614,511.0,33.0,511.0,511.0,458.0,511.0,511.0,678351799.0,09:03:39,2021-06-30
47615,511.0,33.0,511.0,511.0,474.0,511.0,511.0,678351799.0,09:03:40,2021-06-30
47616,511.0,33.0,511.0,511.0,489.0,511.0,511.0,678351799.0,09:03:41,2021-06-30
47617,511.0,33.0,511.0,511.0,480.0,511.0,511.0,678351799.0,09:03:42,2021-06-30
47618,511.0,33.0,511.0,511.0,480.0,511.0,511.0,678351799.0,09:03:43,2021-06-30
47619,511.0,33.0,511.0,511.0,481.0,511.0,511.0,678351799.0,09:03:44,2021-06-30
47620,511.0,33.0,511.0,511.0,477.0,511.0,511.0,678351799.0,09:03:45,2021-06-30
47621,511.0,33.0,511.0,511.0,487.0,511.0,511.0,678351799.0,09:03:46,2021-06-30
47622,511.0,33.0,511.0,511.0,481.0,511.0,511.0,678351799.0,09:03:47,2021-06-30
47623,511.0,33.0,511.0,511.0,491.0,511.0,511.0,678351799.0,09:03:48,2021-06-30
47624,511.0,33.0,511.0,511.0,476.0,511.0,511.0,678351799.0,09:03:49,2021-06-30
47625,511.0,33.0,511.0,511.0,457.0,511.0,511.0,678351799.0,09:03:50,2021-06-30
47626,511.0,33.0,511.0,511.0,463.0,511.0,511.0,678351799.0,09:03:51,2021-06-30
47627,511.0,33.0,511.0,511.0,466.0,511.0,511.0,678351799.0,09:03:52,2021-06-30
47628,511.0,33.0,511.0,511.0,466.0,511.0,511.0,678351799.0,09:03:53,2021-06-30
47629,511.0,33.0,511.0,511.0,470.0,511.0,511.0,678351799.0,09:03:54,2021-06-30
47630,511.0,33.0,511.0,511.0,485.0,511.0,511.0,678351799.0,09:03:55,2021-06-30
47631,511.0,33.0,511.0,511.0,474.0,511.0,511.0,678351799.0,09:03:56,2021-06-30
47632,511.0,33.0,511.0,511.0,474.0,511.0,511.0,678351799.0,09:03:57,2021-06-30
47633,511.0,33.0,511.0,511.0,481.0,511.0,511.0,678351799.0,09:03:58,2021-06-30
40558,511.0,33.0,511.0,511.0,435.0,511.0,511.0,678351799.0,09:03:59,2021-06-30
40559,511.0,33.0,511.0,511.0,445.0,511.0,511.0,678351799.0,09:04:00,2021-06-30
40560,511.0,33.0,511.0,511.0,466.0,511.0,511.0,678351799.0,09:04:01,2021-06-30
40561,511.0,33.0,511.0,511.0,453.0,511.0,511.0,678351799.0,09:04:02,2021-06-30
40562,511.0,33.0,511.0,511.0,483.0,511.0,511.0,678351843.0,09:04:03,2021-06-30
40563,511.0,33.0,511.0,511.0,482.0,511.0,511.0,678351843.0,09:04:04,2021-06-30
40564,511.0,33.0,511.0,511.0,479.0,511.0,511.0,678351843.0,09:04:05,2021-06-30
40565,511.0,33.0,511.0,511.0,480.0,511.0,511.0,678351843.0,09:04:06,2021-06-30
40566,511.0,33.0,511.0,511.0,461.0,511.0,511.0,678351843.0,09:04:07,2021-06-30
40567,511.0,33.0,511.0,511.0,473.0,511.0,511.0,678351843.0,09:04:08,2021-06-30
40568,511.0,33.0,511.0,511.0,472.0,511.0,511.0,678351843.0,09:04:09,2021-06-30
40569,511.0,33.0,511.0,511.0,464.0,511.0,511.0,678351843.0,09:04:10,2021-06-30
40570,511.0,33.0,511.0,511.0,462.0,511.0,511.0,678351843.0,09:04:11,2021-06-30
40571,511.0,29.0,511.0,511.0,454.0,511.0,511.0,678351843.0,09:04:12,2021-06-30
40572,511.0,28.0,511.0,511.0,461.0,511.0,511.0,678351843.0,09:04:13,2021-06-30
40573,511.0,28.0,511.0,511.0,463.0,511.0,511.0,678351843.0,09:04:14,2021-06-30
40574,511.0,28.0,511.0,511.0,478.0,511.0,511.0,678351843.0,09:04:15,2021-06-30
40575,511.0,28.0,511.0,511.0,484.0,511.0,511.0,678351843.0,09:04:16,2021-06-30
40576,511.0,33.0,511.0,511.0,475.0,511.0,511.0,678351843.0,09:04:17,2021-06-30
40577,511.0,33.0,511.0,511.0,464.0,511.0,511.0,678351843.0,09:04:18,2021-06-30
40578,511.0,33.0,511.0,511.0,462.0,511.0,511.0,678351843.0,09:04:19,2021-06-30
40579,511.0,33.0,511.0,511.0,454.0,511.0,511.0,678351843.0,09:04:20,2021-06-30
40580,511.0,33.0,511.0,511.0,440.0,511.0,511.0,678351843.0,09:04:21,2021-06-30
40581,511.0,33.0,511.0,511.0,475.0,511.0,511.0,678351843.0,09:04:22,2021-06-30
40582,511.0,33.0,511.0,511.0,470.0,511.0,511.0,678351843.0,09:04:23,2021-06-30
40583,511.0,33.0,511.0,511.0,479.0,511.0,511.0,678351843.0,09:04:24,2021-06-30
40584,511.0,33.0,511.0,511.0,474.0,511.0,511.0,678351865.0,09:04:25,2021-06-30
40585,511.0,33.0,511.0,511.0,468.0,511.0,511.0,678351865.0,09:04:26,2021-06-30
40586,511.0,33.0,511.0,511.0,479.0,511.0,511.0,678351865.0,09:04:27,2021-06-30
40587,511.0,33.0,511.0,511.0,452.0,511.0,511.0,678351865.0,09:04:28,2021-06-30
50791,511.0,33.0,511.0,511.0,451.0,511.0,511.0,678351865.0,09:04:29,2021-06-30
50792,511.0,29.0,511.0,511.0,450.0,511.0,511.0,678351865.0,09:04:30,2021-06-30
50793,511.0,33.0,511.0,511.0,457.0,511.0,511.0,678351865.0,09:04:31,2021-06-30
50794,511.0,29.0,511.0,511.0,456.0,511.0,511.0,678351865.0,09:04:32,2021-06-30
50795,511.0,29.0,511.0,511.0,444.0,511.0,511.0,678351865.0,09:04:33,2021-06-30
50796,511.0,29.0,511.0,511.0,437.0,511.0,511.0,678351865.0,09:04:34,2021-06-30
50797,511.0,29.0,511.0,511.0,466.0,511.0,511.0,678351865.0,09:04:35,2021-06-30
50798,511.0,29.0,511.0,511.0,464.0,511.0,511.0,678351865.0,09:04:36,2021-06-30
50799,511.0,29.0,511.0,511.0,445.0,511.0,511.0,678351865.0,09:04:37,2021-06-30
50800,511.0,29.0,511.0,511.0,453.0,511.0,511.0,678351865.0,09:04:38,2021-06-30
50801,511.0,33.0,511.0,511.0,467.0,511.0,511.0,678351865.0,09:04:39,2021-06-30
50804,511.0,33.0,511.0,511.0,475.0,511.0,511.0,678351865.0,09:04:40,2021-06-30
50802,511.0,29.0,511.0,511.0,434.0,511.0,511.0,678351865.0,09:04:41,2021-06-30
50803,511.0,29.0,511.0,511.0,450.0,511.0,511.0,678351865.0,09:04:42,2021-06-30
