,ldr_grau,distance,ldr_weiss,ldr_blau,ldr_gelb,ldr_lila,ldr_gruen,rotation_time,time,date
54493,511.0,30.0,511.0,511.0,436.0,510.0,511.0,678354270.0,09:44:44,2021-06-30
54494,511.0,29.0,511.0,511.0,452.0,511.0,511.0,678354270.0,09:44:45,2021-06-30
54495,511.0,30.0,511.0,511.0,443.0,511.0,511.0,678354270.0,09:44:46,2021-06-30
54496,511.0,30.0,511.0,511.0,429.0,511.0,511.0,678354270.0,09:44:47,2021-06-30
54497,511.0,29.0,511.0,511.0,450.0,511.0,511.0,678354270.0,09:44:48,2021-06-30
54498,511.0,30.0,511.0,511.0,430.0,511.0,511.0,678354289.0,09:44:49,2021-06-30
54499,511.0,29.0,511.0,511.0,422.0,511.0,511.0,678354289.0,09:44:50,2021-06-30
54500,511.0,30.0,511.0,511.0,443.0,503.0,511.0,678354289.0,09:44:51,2021-06-30
54501,511.0,30.0,511.0,511.0,435.0,511.0,511.0,678354289.0,09:44:52,2021-06-30
54502,511.0,30.0,511.0,511.0,443.0,496.0,511.0,678354289.0,09:44:53,2021-06-30
54503,511.0,30.0,511.0,511.0,451.0,511.0,511.0,678354289.0,09:44:54,2021-06-30
54504,511.0,30.0,511.0,511.0,452.0,511.0,511.0,678354289.0,09:44:55,2021-06-30
54505,511.0,30.0,511.0,511.0,433.0,511.0,511.0,678354289.0,09:44:56,2021-06-30
54506,511.0,30.0,511.0,511.0,445.0,511.0,511.0,678354289.0,09:44:57,2021-06-30
54507,511.0,30.0,511.0,511.0,450.0,511.0,511.0,678354289.0,09:44:58,2021-06-30
49419,511.0,30.0,511.0,511.0,450.0,511.0,511.0,678354289.0,09:44:59,2021-06-30
49420,511.0,29.0,511.0,511.0,440.0,511.0,511.0,678354289.0,09:45:00,2021-06-30
49421,511.0,30.0,511.0,511.0,440.0,511.0,511.0,678354289.0,09:45:01,2021-06-30
49422,511.0,30.0,511.0,511.0,434.0,511.0,511.0,678354289.0,09:45:02,2021-06-30
49423,511.0,30.0,511.0,511.0,437.0,511.0,511.0,678354289.0,09:45:03,2021-06-30
49424,511.0,30.0,511.0,511.0,441.0,508.0,511.0,678354289.0,09:45:04,2021-06-30
49425,511.0,30.0,511.0,511.0,432.0,511.0,511.0,678354289.0,09:45:05,2021-06-30
49426,511.0,30.0,511.0,511.0,449.0,511.0,511.0,678354289.0,09:45:06,2021-06-30
49427,511.0,30.0,511.0,511.0,454.0,511.0,511.0,678354289.0,09:45:07,2021-06-30
49428,511.0,30.0,511.0,511.0,432.0,511.0,511.0,678354308.0,09:45:08,2021-06-30
49429,511.0,30.0,511.0,511.0,457.0,511.0,511.0,678354308.0,09:45:09,2021-06-30
49430,511.0,30.0,511.0,511.0,432.0,511.0,511.0,678354308.0,09:45:10,2021-06-30
49431,511.0,30.0,511.0,511.0,432.0,511.0,511.0,678354308.0,09:45:11,2021-06-30
49432,511.0,30.0,511.0,511.0,450.0,511.0,511.0,678354308.0,09:45:12,2021-06-30
49433,511.0,30.0,511.0,511.0,450.0,511.0,511.0,678354308.0,09:45:13,2021-06-30
49434,511.0,30.0,511.0,511.0,440.0,511.0,511.0,678354308.0,09:45:14,2021-06-30
49435,511.0,30.0,511.0,511.0,442.0,504.0,511.0,678354308.0,09:45:15,2021-06-30
49436,511.0,30.0,511.0,511.0,427.0,511.0,511.0,678354308.0,09:45:16,2021-06-30
49437,511.0,29.0,511.0,511.0,439.0,511.0,511.0,678354308.0,09:45:17,2021-06-30
49438,511.0,29.0,511.0,511.0,441.0,511.0,511.0,678354308.0,09:45:18,2021-06-30
49439,511.0,29.0,511.0,511.0,451.0,510.0,511.0,678354308.0,09:45:19,2021-06-30
49440,511.0,29.0,511.0,511.0,436.0,511.0,511.0,678354308.0,09:45:20,2021-06-30
49441,511.0,29.0,511.0,511.0,440.0,511.0,511.0,678354308.0,09:45:21,2021-06-30
49442,511.0,29.0,511.0,511.0,439.0,511.0,511.0,678354308.0,09:45:22,2021-06-30
49443,511.0,29.0,511.0,511.0,447.0,511.0,511.0,678354308.0,09:45:23,2021-06-30
49444,511.0,29.0,511.0,511.0,439.0,511.0,511.0,678354308.0,09:45:24,2021-06-30
49445,511.0,29.0,511.0,511.0,441.0,511.0,511.0,678354308.0,09:45:25,2021-06-30
49446,511.0,30.0,511.0,511.0,425.0,511.0,511.0,678354308.0,09:45:26,2021-06-30
49447,511.0,30.0,511.0,511.0,420.0,511.0,511.0,678354327.0,09:45:27,2021-06-30
49448,511.0,30.0,511.0,511.0,435.0,501.0,511.0,678354327.0,09:45:28,2021-06-30
51686,511.0,30.0,511.0,511.0,438.0,511.0,511.0,678354327.0,09:45:29,2021-06-30
51687,511.0,30.0,511.0,511.0,445.0,511.0,511.0,678354327.0,09:45:30,2021-06-30
51688,511.0,30.0,511.0,511.0,447.0,511.0,511.0,678354327.0,09:45:31,2021-06-30
51689,511.0,29.0,511.0,511.0,447.0,511.0,511.0,678354327.0,09:45:32,2021-06-30
51690,511.0,30.0,511.0,511.0,436.0,511.0,511.0,678354327.0,09:45:33,2021-06-30
51691,511.0,30.0,511.0,511.0,439.0,511.0,511.0,678354327.0,09:45:34,2021-06-30
51692,511.0,30.0,511.0,511.0,449.0,511.0,511.0,678354327.0,09:45:35,2021-06-30
51693,511.0,29.0,511.0,511.0,427.0,511.0,511.0,678354327.0,09:45:36,2021-06-30
51694,511.0,29.0,511.0,511.0,432.0,511.0,511.0,678354327.0,09:45:37,2021-06-30
51695,511.0,29.0,511.0,511.0,471.0,511.0,511.0,678354327.0,09:45:38,2021-06-30
51696,511.0,30.0,511.0,511.0,452.0,511.0,511.0,678354327.0,09:45:39,2021-06-30
51697,511.0,30.0,511.0,511.0,436.0,506.0,511.0,678354327.0,09:45:40,2021-06-30
51698,511.0,30.0,511.0,511.0,447.0,511.0,511.0,678354327.0,09:45:41,2021-06-30
51699,511.0,30.0,511.0,511.0,440.0,511.0,511.0,678354327.0,09:45:42,2021-06-30
51700,511.0,30.0,511.0,511.0,457.0,511.0,511.0,678354327.0,09:45:43,2021-06-30
51701,511.0,30.0,511.0,511.0,449.0,511.0,511.0,678354327.0,09:45:44,2021-06-30
51702,511.0,30.0,511.0,511.0,453.0,511.0,511.0,678354327.0,09:45:45,2021-06-30
51703,511.0,30.0,511.0,511.0,460.0,511.0,511.0,678354346.0,09:45:46,2021-06-30
51704,511.0,30.0,511.0,511.0,466.0,511.0,511.0,678354346.0,09:45:47,2021-06-30
51705,511.0,30.0,511.0,511.0,448.0,511.0,511.0,678354346.0,09:45:48,2021-06-30
51706,511.0,30.0,511.0,511.0,441.0,511.0,511.0,678354346.0,09:45:49,2021-06-30
51707,511.0,30.0,511.0,511.0,454.0,511.0,511.0,678354346.0,09:45:50,2021-06-30
51708,511.0,30.0,511.0,511.0,447.0,511.0,511.0,678354346.0,09:45:51,2021-06-30
51709,511.0,30.0,511.0,511.0,433.0,511.0,511.0,678354346.0,09:45:52,2021-06-30
51710,511.0,30.0,511.0,511.0,459.0,511.0,511.0,678354346.0,09:45:53,2021-06-30
51711,511.0,29.0,511.0,511.0,456.0,511.0,511.0,678354346.0,09:45:54,2021-06-30
51712,511.0,30.0,511.0,511.0,455.0,511.0,511.0,678354346.0,09:45:55,2021-06-30
51713,511.0,30.0,511.0,511.0,461.0,511.0,511.0,678354346.0,09:45:56,2021-06-30
51714,511.0,30.0,511.0,511.0,447.0,511.0,511.0,678354346.0,09:45:57,2021-06-30
51715,511.0,30.0,511.0,511.0,454.0,511.0,511.0,678354346.0,09:45:58,2021-06-30
51446,511.0,30.0,511.0,511.0,431.0,511.0,511.0,678354346.0,09:45:59,2021-06-30
51447,511.0,30.0,511.0,511.0,440.0,511.0,511.0,678354346.0,09:46:00,2021-06-30
51448,511.0,30.0,511.0,511.0,450.0,511.0,511.0,678354346.0,09:46:01,2021-06-30
51449,511.0,30.0,511.0,511.0,442.0,511.0,511.0,678354346.0,09:46:02,2021-06-30
51450,511.0,30.0,511.0,511.0,462.0,511.0,511.0,678354346.0,09:46:03,2021-06-30
51451,511.0,29.0,511.0,511.0,455.0,511.0,511.0,678354346.0,09:46:04,2021-06-30
51452,511.0,29.0,511.0,511.0,464.0,511.0,511.0,678354365.0,09:46:05,2021-06-30
51453,511.0,30.0,511.0,511.0,454.0,511.0,511.0,678354365.0,09:46:06,2021-06-30
51454,511.0,30.0,511.0,511.0,454.0,511.0,511.0,678354365.0,09:46:07,2021-06-30
51455,511.0,30.0,511.0,511.0,466.0,504.0,511.0,678354365.0,09:46:08,2021-06-30
51456,511.0,29.0,511.0,511.0,465.0,511.0,511.0,678354365.0,09:46:09,2021-06-30
51457,511.0,30.0,511.0,511.0,458.0,511.0,511.0,678354365.0,09:46:10,2021-06-30
51458,511.0,30.0,511.0,511.0,476.0,511.0,511.0,678354365.0,09:46:11,2021-06-30
51459,511.0,30.0,511.0,511.0,446.0,511.0,511.0,678354365.0,09:46:12,2021-06-30
51460,511.0,30.0,511.0,511.0,443.0,511.0,511.0,678354365.0,09:46:13,2021-06-30
51461,511.0,29.0,511.0,511.0,438.0,511.0,511.0,678354365.0,09:46:14,2021-06-30
51462,511.0,30.0,511.0,511.0,465.0,511.0,511.0,678354365.0,09:46:15,2021-06-30
51463,511.0,30.0,511.0,511.0,461.0,511.0,511.0,678354365.0,09:46:16,2021-06-30
51464,511.0,30.0,511.0,511.0,446.0,511.0,511.0,678354365.0,09:46:17,2021-06-30
51465,511.0,30.0,511.0,511.0,457.0,511.0,511.0,678354365.0,09:46:18,2021-06-30
51466,511.0,30.0,511.0,511.0,461.0,511.0,511.0,678354365.0,09:46:19,2021-06-30
51467,511.0,30.0,511.0,511.0,454.0,511.0,511.0,678354365.0,09:46:20,2021-06-30
51468,511.0,30.0,511.0,511.0,446.0,511.0,511.0,678354365.0,09:46:21,2021-06-30
51469,511.0,29.0,511.0,511.0,466.0,511.0,511.0,678354365.0,09:46:22,2021-06-30
51470,511.0,30.0,511.0,511.0,473.0,511.0,511.0,678354365.0,09:46:23,2021-06-30
51471,511.0,30.0,511.0,511.0,466.0,511.0,511.0,678354384.0,09:46:24,2021-06-30
51472,511.0,30.0,511.0,511.0,442.0,511.0,511.0,678354384.0,09:46:25,2021-06-30
51473,511.0,29.0,511.0,511.0,454.0,511.0,511.0,678354384.0,09:46:26,2021-06-30
51474,511.0,30.0,511.0,511.0,468.0,511.0,511.0,678354384.0,09:46:27,2021-06-30
51475,511.0,30.0,511.0,511.0,446.0,511.0,511.0,678354384.0,09:46:28,2021-06-30
46409,511.0,30.0,511.0,511.0,442.0,511.0,511.0,678354384.0,09:46:29,2021-06-30
46410,511.0,30.0,511.0,511.0,449.0,511.0,511.0,678354384.0,09:46:30,2021-06-30
46411,511.0,30.0,511.0,511.0,453.0,511.0,511.0,678354384.0,09:46:31,2021-06-30
46412,511.0,30.0,511.0,511.0,452.0,511.0,511.0,678354384.0,09:46:32,2021-06-30
46413,511.0,30.0,511.0,511.0,439.0,508.0,511.0,678354384.0,09:46:33,2021-06-30
46414,511.0,29.0,511.0,511.0,468.0,511.0,511.0,678354384.0,09:46:34,2021-06-30
46415,511.0,30.0,511.0,511.0,458.0,511.0,511.0,678354384.0,09:46:35,2021-06-30
46416,511.0,30.0,511.0,511.0,468.0,511.0,511.0,678354384.0,09:46:36,2021-06-30
46417,511.0,30.0,511.0,511.0,443.0,511.0,511.0,678354384.0,09:46:37,2021-06-30
46418,511.0,30.0,511.0,511.0,470.0,511.0,511.0,678354384.0,09:46:38,2021-06-30
46419,511.0,30.0,511.0,511.0,440.0,509.0,511.0,678354384.0,09:46:39,2021-06-30
46420,511.0,30.0,511.0,511.0,434.0,511.0,511.0,678354384.0,09:46:40,2021-06-30
46421,511.0,29.0,511.0,511.0,439.0,511.0,511.0,678354384.0,09:46:41,2021-06-30
46422,511.0,30.0,511.0,511.0,446.0,511.0,511.0,678354384.0,09:46:42,2021-06-30
46423,511.0,30.0,511.0,511.0,438.0,511.0,511.0,678354384.0,09:46:43,2021-06-30
46424,511.0,30.0,511.0,511.0,442.0,511.0,511.0,678354384.0,09:46:44,2021-06-30
46425,511.0,30.0,511.0,511.0,458.0,511.0,511.0,678354384.0,09:46:45,2021-06-30
46426,511.0,30.0,511.0,511.0,445.0,511.0,511.0,678354384.0,09:46:46,2021-06-30
46427,511.0,30.0,511.0,511.0,445.0,511.0,511.0,678354384.0,09:46:47,2021-06-30
46428,511.0,30.0,511.0,511.0,431.0,511.0,511.0,678354384.0,09:46:48,2021-06-30
46429,511.0,30.0,511.0,511.0,422.0,511.0,511.0,678354384.0,09:46:49,2021-06-30
46430,511.0,30.0,511.0,511.0,431.0,511.0,511.0,678354384.0,09:46:50,2021-06-30
46431,511.0,30.0,511.0,511.0,460.0,511.0,511.0,678354384.0,09:46:51,2021-06-30
46432,511.0,30.0,511.0,511.0,455.0,511.0,511.0,678354384.0,09:46:52,2021-06-30
46433,511.0,30.0,511.0,511.0,437.0,511.0,511.0,678354384.0,09:46:53,2021-06-30
46434,511.0,30.0,511.0,511.0,421.0,511.0,511.0,678354384.0,09:46:54,2021-06-30
46435,511.0,30.0,511.0,511.0,447.0,511.0,511.0,678354384.0,09:46:55,2021-06-30
46436,511.0,30.0,511.0,511.0,429.0,511.0,511.0,678354384.0,09:46:56,2021-06-30
46437,511.0,30.0,511.0,511.0,436.0,509.0,511.0,678354384.0,09:46:57,2021-06-30
46438,511.0,30.0,511.0,511.0,446.0,511.0,511.0,678354384.0,09:46:58,2021-06-30
40500,511.0,29.0,511.0,511.0,456.0,511.0,511.0,678354384.0,09:46:59,2021-06-30
40501,511.0,30.0,511.0,511.0,462.0,511.0,511.0,678354384.0,09:47:00,2021-06-30
40502,511.0,30.0,511.0,511.0,421.0,511.0,511.0,678354384.0,09:47:01,2021-06-30
40503,511.0,30.0,511.0,511.0,446.0,511.0,511.0,678354422.0,09:47:02,2021-06-30
40504,511.0,30.0,511.0,511.0,436.0,511.0,511.0,678354422.0,09:47:03,2021-06-30
40505,511.0,30.0,511.0,511.0,434.0,511.0,511.0,678354422.0,09:47:04,2021-06-30
40506,511.0,30.0,511.0,511.0,464.0,511.0,511.0,678354422.0,09:47:05,2021-06-30
40507,511.0,30.0,511.0,511.0,443.0,511.0,511.0,678354422.0,09:47:06,2021-06-30
40508,511.0,30.0,511.0,511.0,439.0,511.0,511.0,678354422.0,09:47:07,2021-06-30
40509,511.0,30.0,511.0,511.0,453.0,511.0,511.0,678354422.0,09:47:08,2021-06-30
40510,511.0,30.0,511.0,511.0,469.0,511.0,511.0,678354422.0,09:47:09,2021-06-30
40511,511.0,30.0,511.0,511.0,454.0,511.0,511.0,678354422.0,09:47:10,2021-06-30
40512,511.0,30.0,511.0,511.0,452.0,511.0,511.0,678354422.0,09:47:11,2021-06-30
40513,511.0,29.0,511.0,511.0,453.0,511.0,511.0,678354422.0,09:47:12,2021-06-30
40514,511.0,29.0,511.0,511.0,445.0,511.0,511.0,678354422.0,09:47:13,2021-06-30
40515,511.0,29.0,511.0,511.0,426.0,511.0,511.0,678354422.0,09:47:14,2021-06-30
40516,511.0,30.0,511.0,511.0,452.0,511.0,511.0,678354422.0,09:47:15,2021-06-30
40517,511.0,30.0,511.0,511.0,468.0,511.0,511.0,678354422.0,09:47:16,2021-06-30
40518,511.0,30.0,511.0,511.0,454.0,511.0,511.0,678354422.0,09:47:17,2021-06-30
40519,511.0,30.0,511.0,511.0,458.0,511.0,511.0,678354422.0,09:47:18,2021-06-30
40520,511.0,30.0,511.0,511.0,437.0,511.0,511.0,678354422.0,09:47:19,2021-06-30
40521,511.0,30.0,511.0,511.0,430.0,507.0,511.0,678354422.0,09:47:20,2021-06-30
40522,511.0,38.0,511.0,511.0,458.0,511.0,511.0,678354442.0,09:47:21,2021-06-30
40523,511.0,30.0,511.0,511.0,425.0,511.0,511.0,678354442.0,09:47:22,2021-06-30
40524,511.0,30.0,511.0,511.0,447.0,511.0,511.0,678354442.0,09:47:23,2021-06-30
40525,511.0,30.0,511.0,511.0,440.0,511.0,511.0,678354442.0,09:47:24,2021-06-30
40526,511.0,30.0,511.0,511.0,434.0,511.0,511.0,678354442.0,09:47:25,2021-06-30
40527,511.0,30.0,511.0,511.0,451.0,511.0,511.0,678354442.0,09:47:26,2021-06-30
40528,511.0,30.0,511.0,511.0,445.0,511.0,511.0,678354442.0,09:47:27,2021-06-30
40529,511.0,30.0,511.0,511.0,443.0,511.0,511.0,678354442.0,09:47:28,2021-06-30
42565,511.0,30.0,511.0,511.0,444.0,511.0,511.0,678354442.0,09:47:29,2021-06-30
42566,511.0,30.0,511.0,511.0,446.0,511.0,511.0,678354442.0,09:47:30,2021-06-30
42567,511.0,30.0,511.0,511.0,451.0,502.0,511.0,678354442.0,09:47:31,2021-06-30
42568,511.0,29.0,511.0,511.0,439.0,511.0,511.0,678354442.0,09:47:32,2021-06-30
42569,511.0,30.0,511.0,511.0,451.0,511.0,511.0,678354442.0,09:47:33,2021-06-30
42570,511.0,30.0,511.0,511.0,458.0,511.0,511.0,678354442.0,09:47:34,2021-06-30
42571,511.0,30.0,511.0,511.0,444.0,511.0,511.0,678354442.0,09:47:35,2021-06-30
42572,511.0,29.0,511.0,511.0,446.0,511.0,511.0,678354442.0,09:47:36,2021-06-30
42573,511.0,30.0,511.0,511.0,447.0,511.0,511.0,678354442.0,09:47:37,2021-06-30
42574,511.0,30.0,511.0,511.0,455.0,511.0,511.0,678354442.0,09:47:38,2021-06-30
42575,511.0,30.0,511.0,511.0,436.0,511.0,511.0,678354442.0,09:47:39,2021-06-30
42576,511.0,30.0,511.0,511.0,452.0,511.0,511.0,678354442.0,09:47:40,2021-06-30
42577,511.0,30.0,511.0,511.0,465.0,511.0,511.0,678354442.0,09:47:41,2021-06-30
42578,511.0,30.0,511.0,511.0,462.0,511.0,511.0,678354442.0,09:47:42,2021-06-30
42579,511.0,30.0,511.0,511.0,443.0,511.0,511.0,678354442.0,09:47:43,2021-06-30
42580,511.0,30.0,511.0,511.0,471.0,511.0,511.0,678354442.0,09:47:44,2021-06-30
42581,511.0,30.0,511.0,511.0,444.0,511.0,511.0,678354442.0,09:47:45,2021-06-30
42582,511.0,30.0,511.0,511.0,445.0,511.0,511.0,678354442.0,09:47:46,2021-06-30
42583,511.0,30.0,511.0,511.0,444.0,511.0,511.0,678354442.0,09:47:47,2021-06-30
42584,511.0,30.0,511.0,511.0,432.0,511.0,511.0,678354442.0,09:47:48,2021-06-30
42585,511.0,30.0,511.0,511.0,442.0,511.0,511.0,678354442.0,09:47:49,2021-06-30
42586,511.0,30.0,511.0,511.0,457.0,511.0,511.0,678354442.0,09:47:50,2021-06-30
42587,511.0,30.0,511.0,511.0,439.0,511.0,511.0,678354442.0,09:47:51,2021-06-30
42588,511.0,30.0,511.0,511.0,453.0,511.0,511.0,678354442.0,09:47:52,2021-06-30
42589,511.0,29.0,511.0,511.0,453.0,511.0,511.0,678354442.0,09:47:53,2021-06-30
42590,511.0,30.0,511.0,511.0,454.0,511.0,511.0,678354442.0,09:47:54,2021-06-30
42591,511.0,30.0,511.0,511.0,456.0,511.0,511.0,678354442.0,09:47:55,2021-06-30
42592,511.0,30.0,511.0,511.0,455.0,511.0,511.0,678354442.0,09:47:56,2021-06-30
42593,511.0,30.0,511.0,511.0,458.0,511.0,511.0,678354442.0,09:47:57,2021-06-30
42594,511.0,30.0,511.0,511.0,460.0,511.0,511.0,678354442.0,09:47:58,2021-06-30
57165,511.0,30.0,511.0,511.0,441.0,511.0,511.0,678354442.0,09:47:59,2021-06-30
57166,511.0,30.0,511.0,511.0,436.0,511.0,511.0,678354442.0,09:48:00,2021-06-30
57167,511.0,29.0,511.0,511.0,456.0,511.0,511.0,678354442.0,09:48:01,2021-06-30
57168,511.0,30.0,511.0,511.0,453.0,511.0,511.0,678354442.0,09:48:02,2021-06-30
57169,511.0,30.0,511.0,511.0,440.0,511.0,511.0,678354442.0,09:48:03,2021-06-30
57170,511.0,30.0,511.0,511.0,430.0,508.0,511.0,678354442.0,09:48:04,2021-06-30
57171,511.0,30.0,511.0,511.0,460.0,511.0,511.0,678354442.0,09:48:05,2021-06-30
57172,511.0,30.0,511.0,511.0,458.0,511.0,511.0,678354442.0,09:48:06,2021-06-30
57173,511.0,30.0,511.0,511.0,454.0,511.0,511.0,678354442.0,09:48:07,2021-06-30
57174,511.0,30.0,511.0,511.0,458.0,511.0,511.0,678354442.0,09:48:08,2021-06-30
57175,511.0,30.0,511.0,511.0,449.0,511.0,511.0,678354442.0,09:48:09,2021-06-30
57176,511.0,30.0,511.0,511.0,451.0,511.0,511.0,678354442.0,09:48:10,2021-06-30
57177,511.0,30.0,511.0,511.0,446.0,511.0,511.0,678354442.0,09:48:11,2021-06-30
57178,511.0,30.0,511.0,511.0,446.0,511.0,511.0,678354442.0,09:48:12,2021-06-30
57179,511.0,30.0,511.0,511.0,456.0,511.0,511.0,678354442.0,09:48:13,2021-06-30
57180,511.0,30.0,511.0,511.0,448.0,511.0,511.0,678354442.0,09:48:14,2021-06-30
57181,511.0,30.0,511.0,511.0,432.0,511.0,511.0,678354442.0,09:48:15,2021-06-30
57182,511.0,29.0,511.0,511.0,430.0,511.0,511.0,678354442.0,09:48:16,2021-06-30
57183,511.0,30.0,511.0,511.0,452.0,511.0,511.0,678354442.0,09:48:17,2021-06-30
57184,511.0,30.0,511.0,511.0,439.0,511.0,511.0,678354442.0,09:48:18,2021-06-30
57185,511.0,30.0,511.0,511.0,426.0,511.0,511.0,678354442.0,09:48:19,2021-06-30
57186,511.0,30.0,511.0,511.0,429.0,511.0,511.0,678354442.0,09:48:20,2021-06-30
57187,511.0,30.0,511.0,511.0,457.0,511.0,511.0,678354442.0,09:48:21,2021-06-30
57188,511.0,30.0,511.0,511.0,447.0,511.0,511.0,678354442.0,09:48:22,2021-06-30
57189,511.0,30.0,511.0,511.0,454.0,511.0,511.0,678354442.0,09:48:23,2021-06-30
57190,511.0,30.0,511.0,511.0,460.0,511.0,511.0,678354442.0,09:48:24,2021-06-30
57191,511.0,30.0,511.0,511.0,436.0,511.0,511.0,678354442.0,09:48:25,2021-06-30
57192,511.0,30.0,511.0,511.0,455.0,511.0,511.0,678354442.0,09:48:26,2021-06-30
57193,511.0,29.0,511.0,511.0,454.0,511.0,511.0,678354442.0,09:48:27,2021-06-30
47634,511.0,30.0,511.0,511.0,458.0,511.0,511.0,678354442.0,09:48:28,2021-06-30
47635,511.0,29.0,511.0,511.0,443.0,511.0,511.0,678354442.0,09:48:29,2021-06-30
47636,511.0,29.0,511.0,511.0,450.0,511.0,511.0,678354442.0,09:48:30,2021-06-30
47637,511.0,29.0,511.0,511.0,461.0,511.0,511.0,678354442.0,09:48:31,2021-06-30
47638,511.0,30.0,511.0,511.0,455.0,511.0,511.0,678354442.0,09:48:32,2021-06-30
47639,511.0,30.0,511.0,511.0,426.0,511.0,511.0,678354442.0,09:48:33,2021-06-30
47640,511.0,30.0,511.0,511.0,456.0,511.0,511.0,678354442.0,09:48:34,2021-06-30
47641,511.0,30.0,511.0,511.0,457.0,511.0,511.0,678354442.0,09:48:35,2021-06-30
47642,511.0,30.0,511.0,511.0,466.0,511.0,511.0,678354442.0,09:48:36,2021-06-30
47643,511.0,29.0,511.0,511.0,459.0,511.0,511.0,678354517.0,09:48:37,2021-06-30
47644,511.0,29.0,511.0,511.0,466.0,511.0,511.0,678354517.0,09:48:38,2021-06-30
47645,511.0,30.0,511.0,511.0,453.0,511.0,511.0,678354517.0,09:48:39,2021-06-30
47646,511.0,30.0,511.0,511.0,458.0,511.0,511.0,678354517.0,09:48:40,2021-06-30
47647,511.0,30.0,511.0,511.0,445.0,511.0,511.0,678354517.0,09:48:41,2021-06-30
47648,511.0,30.0,511.0,511.0,453.0,511.0,511.0,678354517.0,09:48:42,2021-06-30
47649,511.0,30.0,511.0,511.0,454.0,511.0,511.0,678354517.0,09:48:43,2021-06-30
47650,511.0,28.0,511.0,511.0,446.0,511.0,511.0,678354517.0,09:48:44,2021-06-30
47651,511.0,30.0,511.0,511.0,455.0,464.0,511.0,678354517.0,09:48:45,2021-06-30
47652,511.0,30.0,511.0,511.0,473.0,510.0,511.0,678354517.0,09:48:46,2021-06-30
47653,511.0,30.0,511.0,511.0,446.0,503.0,511.0,678354517.0,09:48:47,2021-06-30
47654,511.0,30.0,511.0,511.0,441.0,498.0,511.0,678354517.0,09:48:48,2021-06-30
47655,511.0,30.0,511.0,511.0,441.0,511.0,511.0,678354517.0,09:48:49,2021-06-30
47656,511.0,30.0,511.0,511.0,465.0,511.0,511.0,678354517.0,09:48:50,2021-06-30
47657,511.0,30.0,511.0,511.0,431.0,504.0,511.0,678354517.0,09:48:51,2021-06-30
47658,511.0,30.0,511.0,511.0,445.0,511.0,511.0,678354517.0,09:48:52,2021-06-30
47659,511.0,30.0,511.0,511.0,431.0,494.0,511.0,678354517.0,09:48:53,2021-06-30
47660,511.0,30.0,511.0,511.0,453.0,511.0,511.0,678354517.0,09:48:54,2021-06-30
47661,511.0,30.0,511.0,511.0,433.0,511.0,511.0,678354517.0,09:48:55,2021-06-30
47662,511.0,30.0,511.0,511.0,440.0,511.0,511.0,678354517.0,09:48:56,2021-06-30
47663,511.0,30.0,511.0,511.0,445.0,511.0,511.0,678354517.0,09:48:57,2021-06-30
47664,511.0,30.0,511.0,511.0,432.0,511.0,511.0,678354517.0,09:48:58,2021-06-30
26402,511.0,30.0,511.0,511.0,424.0,511.0,511.0,678354517.0,09:48:59,2021-06-30
26403,511.0,30.0,511.0,511.0,446.0,511.0,511.0,678354517.0,09:49:00,2021-06-30
26404,511.0,30.0,511.0,511.0,458.0,511.0,511.0,678354517.0,09:49:01,2021-06-30
26405,511.0,30.0,511.0,511.0,426.0,511.0,511.0,678354517.0,09:49:02,2021-06-30
26406,511.0,30.0,511.0,511.0,424.0,511.0,511.0,678354517.0,09:49:03,2021-06-30
26407,511.0,30.0,511.0,511.0,440.0,511.0,511.0,678354517.0,09:49:04,2021-06-30
26408,511.0,30.0,511.0,511.0,440.0,510.0,511.0,678354517.0,09:49:05,2021-06-30
26409,511.0,30.0,511.0,511.0,440.0,511.0,511.0,678354517.0,09:49:06,2021-06-30
26410,511.0,30.0,511.0,511.0,442.0,511.0,511.0,678354517.0,09:49:07,2021-06-30
26411,511.0,30.0,511.0,511.0,459.0,511.0,511.0,678354517.0,09:49:08,2021-06-30
26412,511.0,30.0,511.0,511.0,433.0,508.0,511.0,678354517.0,09:49:09,2021-06-30
26413,511.0,30.0,511.0,511.0,460.0,501.0,511.0,678354517.0,09:49:10,2021-06-30
26414,511.0,30.0,511.0,511.0,440.0,511.0,511.0,678354517.0,09:49:11,2021-06-30
26416,511.0,30.0,511.0,511.0,441.0,511.0,511.0,678354517.0,09:49:12,2021-06-30
26415,511.0,30.0,511.0,511.0,460.0,511.0,511.0,678354517.0,09:49:13,2021-06-30
26417,511.0,30.0,511.0,511.0,465.0,511.0,511.0,678354517.0,09:49:14,2021-06-30
26418,511.0,29.0,511.0,511.0,431.0,511.0,511.0,678354517.0,09:49:15,2021-06-30
26419,511.0,30.0,511.0,511.0,428.0,511.0,511.0,678354517.0,09:49:16,2021-06-30
26420,511.0,30.0,511.0,511.0,471.0,511.0,511.0,678354517.0,09:49:17,2021-06-30
26421,511.0,30.0,511.0,511.0,460.0,511.0,511.0,678354517.0,09:49:18,2021-06-30
26422,511.0,30.0,511.0,511.0,472.0,511.0,511.0,678354517.0,09:49:19,2021-06-30
26423,511.0,30.0,511.0,511.0,467.0,511.0,511.0,678354517.0,09:49:20,2021-06-30
26424,511.0,30.0,511.0,511.0,453.0,511.0,511.0,678354517.0,09:49:21,2021-06-30
